name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Decatur County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,1634
"Story County, Iowa",GED or alternative credential,2008-2012,High School Graduate,Yes,No,No,757
"Dickinson County, Iowa",Doctorate degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,94
"Boone County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,162
"Madison County, Iowa",10th grade,2008-2012,Less than High School,No,No,No,91
"Kossuth County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,0
"Boone County, Iowa",Professional school degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,170
"Wayne County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,8
"Guthrie County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,93
"Osceola County, Iowa",Total,2008-2012,NA,NA,NA,NA,4477
"Crawford County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,0
"Mahaska County, Iowa","Some college, 1 or more years, no degree",2010-2014,Some College or Associates Degree,Yes,No,No,2004
"Allamakee County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,49
"Harrison County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,207
"Wayne County, Iowa","Some college, 1 or more years, no degree",2013-2017,Some College or Associates Degree,Yes,No,No,506
"Dallas County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,6051
"Lucas County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,693
"Des Moines County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,61
"Lee County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,814
"Humboldt County, Iowa",Total,2016-2020,NA,NA,NA,NA,6653
"Decatur County, Iowa",Bachelor's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,668
"Woodbury County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,62
"Calhoun County, Iowa","Some college, 1 or more years, no degree",2013-2017,Some College or Associates Degree,Yes,No,No,1143
"Buchanan County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,125
"Dickinson County, Iowa","Some college, less than 1 year",2014-2018,Some College or Associates Degree,Yes,No,No,1046
"Keokuk County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,77
"Palo Alto County, Iowa",8th grade,2010-2014,Less than High School,No,No,No,129
"Black Hawk County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,1035
"Cedar County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,5
"Clay County, Iowa",8th grade,2014-2018,Less than High School,No,No,No,91
"Madison County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,0
"Dubuque County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,2246
"Buena Vista County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,304
"Scott County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,34
"Union County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Lee County, Iowa",10th grade,2013-2017,Less than High School,No,No,No,402
"Cherokee County, Iowa",10th grade,2008-2012,Less than High School,No,No,No,103
"Allamakee County, Iowa",Master's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,325
"Tama County, Iowa",7th grade,2014-2018,Less than High School,No,No,No,49
"Decatur County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,27
"Palo Alto County, Iowa","Some college, 1 or more years, no degree",2010-2014,Some College or Associates Degree,Yes,No,No,1090
"Calhoun County, Iowa",Doctorate degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,32
"Humboldt County, Iowa",GED or alternative credential,2010-2014,High School Graduate,Yes,No,No,310
"Story County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,7043
"Humboldt County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,0
"Pocahontas County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,401
"Marion County, Iowa","12th grade, no diploma",2011-2015,Less than High School,No,No,No,148
"Fayette County, Iowa",8th grade,2014-2018,Less than High School,No,No,No,280
"Delaware County, Iowa",4th grade,2010-2014,Less than High School,No,No,No,0
"Washington County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,186
"Carroll County, Iowa",4th grade,2015-2019,Less than High School,No,No,No,0
"Union County, Iowa","Some college, less than 1 year",2009-2013,Some College or Associates Degree,Yes,No,No,679
"Keokuk County, Iowa",6th grade,2009-2013,Less than High School,No,No,No,0
"Floyd County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,35
"Fremont County, Iowa",7th grade,2011-2015,Less than High School,No,No,No,33
"Louisa County, Iowa",Regular high school diploma,2008-2012,High School Graduate,Yes,No,No,2818
"Washington County, Iowa",2nd grade,2012-2016,Less than High School,No,No,No,0
"Cherokee County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,0
"Franklin County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,0
"Des Moines County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,54
"Sioux County, Iowa",Professional school degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,208
"Poweshiek County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,0
"Marion County, Iowa","Some college, less than 1 year",2011-2015,Some College or Associates Degree,Yes,No,No,1688
"Kossuth County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,3631
"Tama County, Iowa",4th grade,2009-2013,Less than High School,No,No,No,48
"Hamilton County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,0
"O'Brien County, Iowa",GED or alternative credential,2012-2016,High School Graduate,Yes,No,No,288
"Chickasaw County, Iowa",Master's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,257
"Clayton County, Iowa",11th grade,2009-2013,Less than High School,No,No,No,157
"Iowa County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,0
"Mitchell County, Iowa",1st grade,2011-2015,Less than High School,No,No,No,0
"Cerro Gordo County, Iowa",Professional school degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,491
"Warren County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,122
"Wright County, Iowa",3rd grade,2014-2018,Less than High School,No,No,No,20
"Polk County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,3052
"Adair County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,144
"Guthrie County, Iowa",Kindergarten,2010-2014,Less than High School,No,No,No,0
"Bremer County, Iowa",3rd grade,2012-2016,Less than High School,No,No,No,1
"Dallas County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,228
"Winnebago County, Iowa",Professional school degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,47
"Harrison County, Iowa",5th grade,2013-2017,Less than High School,No,No,No,0
"Webster County, Iowa",Kindergarten,2009-2013,Less than High School,No,No,No,0
"Lee County, Iowa","Some college, 1 or more years, no degree",2014-2018,Some College or Associates Degree,Yes,No,No,3683
"Marion County, Iowa",No schooling completed,2013-2017,Less than High School,No,No,No,98
"Humboldt County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,45
"Jefferson County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,0
"Ringgold County, Iowa",Nursery school,2013-2017,Less than High School,No,No,No,0
"Ida County, Iowa",Nursery school,2015-2019,Less than High School,No,No,No,0
"Winnebago County, Iowa",1st grade,2011-2015,Less than High School,No,No,No,0
"Dallas County, Iowa",1st grade,2008-2012,Less than High School,No,No,No,0
"Pottawattamie County, Iowa",4th grade,2010-2014,Less than High School,No,No,No,19
"Winneshiek County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,93
"Guthrie County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,0
"Ringgold County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,0
"Clarke County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,491
"Jefferson County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,145
"Osceola County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,0
"Hamilton County, Iowa",Kindergarten,2010-2014,Less than High School,No,No,No,0
"Linn County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,4
"Bremer County, Iowa","12th grade, no diploma",2012-2016,Less than High School,No,No,No,144
"Henry County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,49
"Decatur County, Iowa",Doctorate degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,64
"Johnson County, Iowa",11th grade,2014-2018,Less than High School,No,No,No,581
"Jefferson County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,1145
"Scott County, Iowa",Doctorate degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,1400
"Taylor County, Iowa",8th grade,2008-2012,Less than High School,No,No,No,105
"Muscatine County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,150
"Chickasaw County, Iowa",GED or alternative credential,2011-2015,High School Graduate,Yes,No,No,402
"Cerro Gordo County, Iowa",Master's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,1384
"Butler County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,0
"Black Hawk County, Iowa",GED or alternative credential,2009-2013,High School Graduate,Yes,No,No,4287
"Dickinson County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,0
"Van Buren County, Iowa",2nd grade,2012-2016,Less than High School,No,No,No,0
"Page County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,89
"Webster County, Iowa",1st grade,2009-2013,Less than High School,No,No,No,0
"Taylor County, Iowa",11th grade,2012-2016,Less than High School,No,No,No,108
"Greene County, Iowa",11th grade,2015-2019,Less than High School,No,No,No,108
"Louisa County, Iowa","Some college, 1 or more years, no degree",2009-2013,Some College or Associates Degree,Yes,No,No,1004
"Wapello County, Iowa",No schooling completed,2013-2017,Less than High School,No,No,No,344
"Hamilton County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,0
"Adams County, Iowa",9th grade,2011-2015,Less than High School,No,No,No,27
"Greene County, Iowa","Some college, 1 or more years, no degree",2008-2012,Some College or Associates Degree,Yes,No,No,990
"Franklin County, Iowa",Nursery school,2013-2017,Less than High School,No,No,No,14
"Sioux County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,42
"Scott County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,194
"Page County, Iowa",Master's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,475
"Jefferson County, Iowa","12th grade, no diploma",2014-2018,Less than High School,No,No,No,137
"Winnebago County, Iowa","12th grade, no diploma",2009-2013,Less than High School,No,No,No,64
"Adams County, Iowa",GED or alternative credential,2009-2013,High School Graduate,Yes,No,No,147
"Linn County, Iowa",Regular high school diploma,2012-2016,High School Graduate,Yes,No,No,33838
"Hardin County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,70
"Hamilton County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,451
"Henry County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,8
"Hancock County, Iowa",Total,2009-2013,NA,NA,NA,NA,7974
"Woodbury County, Iowa",1st grade,2011-2015,Less than High School,No,No,No,62
"Marshall County, Iowa",1st grade,2009-2013,Less than High School,No,No,No,24
"Keokuk County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,972
"Clarke County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,67
"Kossuth County, Iowa","Some college, less than 1 year",2011-2015,Some College or Associates Degree,Yes,No,No,920
"Plymouth County, Iowa",Associate's degree,2009-2013,Some College or Associates Degree,Yes,Yes,No,1623
"Marion County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,2439
"Hardin County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,1
"Harrison County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,396
"Lee County, Iowa",11th grade,2008-2012,Less than High School,No,No,No,598
"Lucas County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,0
"Monroe County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Clayton County, Iowa",No schooling completed,2015-2019,Less than High School,No,No,No,69
"Webster County, Iowa",Bachelor's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,3460
"Carroll County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,3
"Fremont County, Iowa",7th grade,2008-2012,Less than High School,No,No,No,10
"Story County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,146
"Madison County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,48
"Boone County, Iowa",Bachelor's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,2755
"Taylor County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,128
"Humboldt County, Iowa",Kindergarten,2009-2013,Less than High School,No,No,No,0
"Linn County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Poweshiek County, Iowa",Bachelor's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,1816
"Wapello County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,1040
"Sac County, Iowa",Nursery school,2011-2015,Less than High School,No,No,No,0
"O'Brien County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,16
"Jackson County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,142
"Carroll County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,2292
"Buena Vista County, Iowa",Professional school degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,156
"Taylor County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,79
"Black Hawk County, Iowa",Doctorate degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,1221
"Winneshiek County, Iowa",6th grade,2012-2016,Less than High School,No,No,No,18
"Emmet County, Iowa",10th grade,2013-2017,Less than High School,No,No,No,119
"Fayette County, Iowa",5th grade,2014-2018,Less than High School,No,No,No,0
"Clayton County, Iowa",Associate's degree,2012-2016,Some College or Associates Degree,Yes,Yes,No,1203
"Delaware County, Iowa",Regular high school diploma,2015-2019,High School Graduate,Yes,No,No,4686
"Worth County, Iowa",GED or alternative credential,2014-2018,High School Graduate,Yes,No,No,279
"Wapello County, Iowa",Regular high school diploma,2009-2013,High School Graduate,Yes,No,No,7760
"Louisa County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,955
"Audubon County, Iowa","Some college, less than 1 year",2011-2015,Some College or Associates Degree,Yes,No,No,341
"Poweshiek County, Iowa",Doctorate degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,210
"Webster County, Iowa",7th grade,2013-2017,Less than High School,No,No,No,50
"Clayton County, Iowa",6th grade,2015-2019,Less than High School,No,No,No,6
"Crawford County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,157
"Howard County, Iowa",9th grade,2010-2014,Less than High School,No,No,No,64
"Winnebago County, Iowa",Professional school degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,36
"Dallas County, Iowa",9th grade,2008-2012,Less than High School,No,No,No,356
"Story County, Iowa",Master's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,7015
"Lee County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,8340
"Kossuth County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,23
"Sac County, Iowa","12th grade, no diploma",2009-2013,Less than High School,No,No,No,94
"Hancock County, Iowa",6th grade,2012-2016,Less than High School,No,No,No,15
"O'Brien County, Iowa","Some college, less than 1 year",2009-2013,Some College or Associates Degree,Yes,No,No,673
"Taylor County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,12
"Mahaska County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,7
"Page County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,64
"Mitchell County, Iowa",7th grade,2012-2016,Less than High School,No,No,No,15
"Lucas County, Iowa",5th grade,2014-2018,Less than High School,No,No,No,2
"Allamakee County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,1166
"Adair County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,15
"Jackson County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,2
"Wapello County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,403
"Franklin County, Iowa",Professional school degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,74
"Mahaska County, Iowa",Master's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,722
"Hancock County, Iowa",Total,2012-2016,NA,NA,NA,NA,7771
"Sioux County, Iowa",Total,2011-2015,NA,NA,NA,NA,20488
"Allamakee County, Iowa",11th grade,2015-2019,Less than High School,No,No,No,183
"Fayette County, Iowa","Some college, 1 or more years, no degree",2014-2018,Some College or Associates Degree,Yes,No,No,2030
"Bremer County, Iowa",5th grade,2009-2013,Less than High School,No,No,No,0
"Iowa County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,1532
"Clayton County, Iowa",No schooling completed,2008-2012,Less than High School,No,No,No,46
"Sioux County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,810
"Iowa County, Iowa",1st grade,2014-2018,Less than High School,No,No,No,0
"Guthrie County, Iowa",5th grade,2013-2017,Less than High School,No,No,No,5
"Decatur County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,24
"Hamilton County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,48
"Hardin County, Iowa",Total,2014-2018,NA,NA,NA,NA,12129
"Palo Alto County, Iowa",Total,2012-2016,NA,NA,NA,NA,6288
"Black Hawk County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,1403
"Lucas County, Iowa",9th grade,2008-2012,Less than High School,No,No,No,66
"Taylor County, Iowa","Some college, 1 or more years, no degree",2008-2012,Some College or Associates Degree,Yes,No,No,660
"Crawford County, Iowa",Total,2011-2015,NA,NA,NA,NA,11236
"Dickinson County, Iowa","12th grade, no diploma",2011-2015,Less than High School,No,No,No,168
"Pocahontas County, Iowa","Some college, less than 1 year",2014-2018,Some College or Associates Degree,Yes,No,No,388
"Pocahontas County, Iowa",No schooling completed,2011-2015,Less than High School,No,No,No,10
"Black Hawk County, Iowa",Professional school degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,1004
"Appanoose County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,880
"Marion County, Iowa",Nursery school,2014-2018,Less than High School,No,No,No,0
"Calhoun County, Iowa",11th grade,2014-2018,Less than High School,No,No,No,67
"Poweshiek County, Iowa","Some college, less than 1 year",2009-2013,Some College or Associates Degree,Yes,No,No,879
"Greene County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,606
"Winneshiek County, Iowa",5th grade,2008-2012,Less than High School,No,No,No,13
"Cedar County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,31
"Chickasaw County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,292
"Clayton County, Iowa",Total,2008-2012,NA,NA,NA,NA,12690
"Polk County, Iowa",Nursery school,2012-2016,Less than High School,No,No,No,22
"Davis County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,32
"Delaware County, Iowa",Master's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,495
"Carroll County, Iowa",Kindergarten,2015-2019,Less than High School,No,No,No,0
"Floyd County, Iowa",GED or alternative credential,2011-2015,High School Graduate,Yes,No,No,359
"Pocahontas County, Iowa",Total,2014-2018,NA,NA,NA,NA,4964
"Fremont County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,376
"Pocahontas County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,46
"Hardin County, Iowa",6th grade,2013-2017,Less than High School,No,No,No,71
"Washington County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,632
"Taylor County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,12
"Guthrie County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,8
"Decatur County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Worth County, Iowa",Nursery school,2015-2019,Less than High School,No,No,No,0
"Mahaska County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,573
"O'Brien County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,46
"Palo Alto County, Iowa",No schooling completed,2011-2015,Less than High School,No,No,No,13
"Sioux County, Iowa",Doctorate degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,Yes,228
"Guthrie County, Iowa",8th grade,2010-2014,Less than High School,No,No,No,130
"Sac County, Iowa",2nd grade,2013-2017,Less than High School,No,No,No,0
"Warren County, Iowa",Associate's degree,2010-2014,Some College or Associates Degree,Yes,Yes,No,3152
"Guthrie County, Iowa",Professional school degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,135
"Osceola County, Iowa",Total,2009-2013,NA,NA,NA,NA,4450
"Wright County, Iowa",7th grade,2011-2015,Less than High School,No,No,No,12
"Adams County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,425
"Boone County, Iowa",Doctorate degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,218
"Henry County, Iowa",Regular high school diploma,2015-2019,High School Graduate,Yes,No,No,4023
"Hancock County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,63
"Dubuque County, Iowa",6th grade,2010-2014,Less than High School,No,No,No,114
"Lee County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,336
"Worth County, Iowa",Total,2013-2017,NA,NA,NA,NA,5244
"Winneshiek County, Iowa",7th grade,2012-2016,Less than High School,No,No,No,12
"Pottawattamie County, Iowa",Kindergarten,2011-2015,Less than High School,No,No,No,0
"Page County, Iowa",Total,2015-2019,NA,NA,NA,NA,11135
"Decatur County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Shelby County, Iowa",4th grade,2008-2012,Less than High School,No,No,No,0
"Buena Vista County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,126
"Wright County, Iowa","Some college, less than 1 year",2015-2019,Some College or Associates Degree,Yes,No,No,599
"Van Buren County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,16
"Mills County, Iowa",11th grade,2008-2012,Less than High School,No,No,No,177
"Hancock County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,25
"Osceola County, Iowa",10th grade,2012-2016,Less than High School,No,No,No,92
"Hancock County, Iowa",Nursery school,2009-2013,Less than High School,No,No,No,0
"Mills County, Iowa","12th grade, no diploma",2015-2019,Less than High School,No,No,No,132
"Taylor County, Iowa",Kindergarten,2009-2013,Less than High School,No,No,No,2
"Delaware County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,19
"Boone County, Iowa",9th grade,2012-2016,Less than High School,No,No,No,94
"Union County, Iowa",Bachelor's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,1044
"Cherokee County, Iowa",4th grade,2008-2012,Less than High School,No,No,No,0
"Bremer County, Iowa",1st grade,2010-2014,Less than High School,No,No,No,0
"Ida County, Iowa","12th grade, no diploma",2014-2018,Less than High School,No,No,No,40
"Boone County, Iowa",9th grade,2008-2012,Less than High School,No,No,No,174
"Audubon County, Iowa",4th grade,2010-2014,Less than High School,No,No,No,0
"Allamakee County, Iowa",Regular high school diploma,2015-2019,High School Graduate,Yes,No,No,3450
"Sioux County, Iowa",8th grade,2014-2018,Less than High School,No,No,No,558
"Taylor County, Iowa",Total,2016-2020,NA,NA,NA,NA,4253
"Cass County, Iowa",Regular high school diploma,2009-2013,High School Graduate,Yes,No,No,3786
"Lee County, Iowa","Some college, less than 1 year",2013-2017,Some College or Associates Degree,Yes,No,No,1981
"Carroll County, Iowa",Professional school degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,94
"Harrison County, Iowa",Bachelor's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,1311
"Lyon County, Iowa",3rd grade,2012-2016,Less than High School,No,No,No,0
"Taylor County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,32
"Osceola County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,37
"Cerro Gordo County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,40
"Buchanan County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,1
"Wapello County, Iowa",Total,2012-2016,NA,NA,NA,NA,24126
"Jefferson County, Iowa",No schooling completed,2013-2017,Less than High School,No,No,No,56
"Cass County, Iowa",8th grade,2010-2014,Less than High School,No,No,No,124
"Jefferson County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,132
"Appanoose County, Iowa",11th grade,2011-2015,Less than High School,No,No,No,319
"Jefferson County, Iowa","Some college, 1 or more years, no degree",2014-2018,Some College or Associates Degree,Yes,No,No,1872
"Polk County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,31920
"Hamilton County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,0
"Black Hawk County, Iowa",Bachelor's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,14572
"Washington County, Iowa","Some college, less than 1 year",2013-2017,Some College or Associates Degree,Yes,No,No,1158
"Benton County, Iowa",11th grade,2013-2017,Less than High School,No,No,No,334
"Osceola County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,90
"Keokuk County, Iowa",10th grade,2013-2017,Less than High School,No,No,No,126
"Linn County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,897
"Shelby County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,2742
"Adair County, Iowa",GED or alternative credential,2009-2013,High School Graduate,Yes,No,No,173
"Cedar County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,0
"Dallas County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,408
"Butler County, Iowa",6th grade,2012-2016,Less than High School,No,No,No,1
"Webster County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,208
"Johnson County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,150
"Chickasaw County, Iowa",4th grade,2009-2013,Less than High School,No,No,No,0
"Sac County, Iowa",GED or alternative credential,2009-2013,High School Graduate,Yes,No,No,215
"Hancock County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,2710
"Lucas County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,63
"Black Hawk County, Iowa","12th grade, no diploma",2014-2018,Less than High School,No,No,No,1066
"Adams County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,0
"Mills County, Iowa","12th grade, no diploma",2009-2013,Less than High School,No,No,No,132
"Shelby County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,977
"Boone County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,0
"Audubon County, Iowa",Total,2010-2014,NA,NA,NA,NA,4305
"Muscatine County, Iowa",Total,2013-2017,NA,NA,NA,NA,28378
"Fayette County, Iowa","Some college, less than 1 year",2015-2019,Some College or Associates Degree,Yes,No,No,1068
"Poweshiek County, Iowa",11th grade,2013-2017,Less than High School,No,No,No,205
