name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Woodbury County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,1066
"Story County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,187
"Buena Vista County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,141
"Washington County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,49
"Pocahontas County, Iowa",Associate's degree,2012-2016,Some College or Associates Degree,Yes,Yes,No,716
"Bremer County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,3306
"Buchanan County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,0
"Story County, Iowa",Kindergarten,2011-2015,Less than High School,No,No,No,0
"Cedar County, Iowa",Total,2010-2014,NA,NA,NA,NA,12832
"Warren County, Iowa",4th grade,2011-2015,Less than High School,No,No,No,3
"Carroll County, Iowa",6th grade,2015-2019,Less than High School,No,No,No,18
"Buchanan County, Iowa",Professional school degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,103
"Cerro Gordo County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,5
"Clayton County, Iowa",7th grade,2010-2014,Less than High School,No,No,No,21
"Mahaska County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,2317
"Butler County, Iowa",GED or alternative credential,2011-2015,High School Graduate,Yes,No,No,362
"Clayton County, Iowa",Regular high school diploma,2012-2016,High School Graduate,Yes,No,No,5169
"Floyd County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,284
"Clinton County, Iowa",Nursery school,2013-2017,Less than High School,No,No,No,0
"Palo Alto County, Iowa",Doctorate degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,Yes,29
"Tama County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,0
"Des Moines County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,0
"Wayne County, Iowa",5th grade,2012-2016,Less than High School,No,No,No,0
"Hamilton County, Iowa",6th grade,2009-2013,Less than High School,No,No,No,39
"Monona County, Iowa",9th grade,2012-2016,Less than High School,No,No,No,74
"Webster County, Iowa","Some college, 1 or more years, no degree",2013-2017,Some College or Associates Degree,Yes,No,No,3846
"Boone County, Iowa",Bachelor's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,3124
"Winnebago County, Iowa","12th grade, no diploma",2010-2014,Less than High School,No,No,No,89
"Warren County, Iowa","12th grade, no diploma",2014-2018,Less than High School,No,No,No,250
"Adams County, Iowa",10th grade,2013-2017,Less than High School,No,No,No,26
"Delaware County, Iowa",5th grade,2011-2015,Less than High School,No,No,No,1
"Benton County, Iowa","Some college, less than 1 year",2009-2013,Some College or Associates Degree,Yes,No,No,1640
"Washington County, Iowa",Regular high school diploma,2009-2013,High School Graduate,Yes,No,No,4772
"Delaware County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,461
"Osceola County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,0
"Clayton County, Iowa",Regular high school diploma,2009-2013,High School Graduate,Yes,No,No,5273
"Bremer County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,66
"Webster County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,427
"Boone County, Iowa","Some college, less than 1 year",2015-2019,Some College or Associates Degree,Yes,No,No,1169
"Buchanan County, Iowa",Bachelor's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,1957
"Hardin County, Iowa","12th grade, no diploma",2011-2015,Less than High School,No,No,No,89
"Pocahontas County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,4
"Woodbury County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,1184
"Fremont County, Iowa",1st grade,2008-2012,Less than High School,No,No,No,5
"Van Buren County, Iowa",Professional school degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,5
"Ringgold County, Iowa",1st grade,2011-2015,Less than High School,No,No,No,0
"Chickasaw County, Iowa","12th grade, no diploma",2009-2013,Less than High School,No,No,No,84
"Clayton County, Iowa","Some college, less than 1 year",2008-2012,Some College or Associates Degree,Yes,No,No,907
"Shelby County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,27
"Cherokee County, Iowa","Some college, 1 or more years, no degree",2012-2016,Some College or Associates Degree,Yes,No,No,1219
"Appanoose County, Iowa",10th grade,2009-2013,Less than High School,No,No,No,189
"Crawford County, Iowa",Bachelor's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,1187
"Benton County, Iowa",7th grade,2010-2014,Less than High School,No,No,No,23
"Bremer County, Iowa",Nursery school,2012-2016,Less than High School,No,No,No,0
"Page County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,235
"Jasper County, Iowa",GED or alternative credential,2008-2012,High School Graduate,Yes,No,No,1646
"Black Hawk County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,66
"Linn County, Iowa",No schooling completed,2010-2014,Less than High School,No,No,No,837
"Clinton County, Iowa",No schooling completed,2015-2019,Less than High School,No,No,No,154
"Calhoun County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,0
"Black Hawk County, Iowa",11th grade,2008-2012,Less than High School,No,No,No,1909
"Union County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,100
"Story County, Iowa",Regular high school diploma,2012-2016,High School Graduate,Yes,No,No,7995
"Marion County, Iowa",GED or alternative credential,2010-2014,High School Graduate,Yes,No,No,822
"Union County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,1081
"Shelby County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,23
"Page County, Iowa",Associate's degree,2010-2014,Some College or Associates Degree,Yes,Yes,No,1343
"Buchanan County, Iowa",Master's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,413
"Marion County, Iowa","Some college, 1 or more years, no degree",2011-2015,Some College or Associates Degree,Yes,No,No,2931
"Carroll County, Iowa",Nursery school,2014-2018,Less than High School,No,No,No,10
"Polk County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,448
"Warren County, Iowa",Professional school degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,490
"Jefferson County, Iowa",No schooling completed,2010-2014,Less than High School,No,No,No,39
"Sioux County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,6
"Dallas County, Iowa","Some college, 1 or more years, no degree",2008-2012,Some College or Associates Degree,Yes,No,No,5412
"Dubuque County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,4046
"Winneshiek County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,0
"Iowa County, Iowa",11th grade,2015-2019,Less than High School,No,No,No,146
"Cherokee County, Iowa",10th grade,2014-2018,Less than High School,No,No,No,58
"Floyd County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,0
"Dallas County, Iowa",8th grade,2008-2012,Less than High School,No,No,No,325
"Kossuth County, Iowa","12th grade, no diploma",2011-2015,Less than High School,No,No,No,111
"Allamakee County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Worth County, Iowa",6th grade,2015-2019,Less than High School,No,No,No,5
"Delaware County, Iowa",Master's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,364
"Hancock County, Iowa",Master's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,342
"Adair County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,0
"Shelby County, Iowa",11th grade,2009-2013,Less than High School,No,No,No,110
"Hardin County, Iowa",Kindergarten,2015-2019,Less than High School,No,No,No,0
"Johnson County, Iowa","Some college, 1 or more years, no degree",2013-2017,Some College or Associates Degree,Yes,No,No,11329
"Palo Alto County, Iowa",7th grade,2013-2017,Less than High School,No,No,No,0
"Buena Vista County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,170
"Kossuth County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,814
"Clarke County, Iowa","Some college, 1 or more years, no degree",2008-2012,Some College or Associates Degree,Yes,No,No,951
"Harrison County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,23
"Appanoose County, Iowa",8th grade,2014-2018,Less than High School,No,No,No,141
"Linn County, Iowa",Bachelor's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,35190
"Carroll County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,520
"Henry County, Iowa","Some college, less than 1 year",2015-2019,Some College or Associates Degree,Yes,No,No,980
"Henry County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,6
"Butler County, Iowa",Doctorate degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,Yes,28
"Mahaska County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,5024
"Webster County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,347
"Polk County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,11283
"Clayton County, Iowa",7th grade,2008-2012,Less than High School,No,No,No,17
"Muscatine County, Iowa",8th grade,2008-2012,Less than High School,No,No,No,689
"Worth County, Iowa",Professional school degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,11
"Lucas County, Iowa",6th grade,2009-2013,Less than High School,No,No,No,9
"Cherokee County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,66
"Chickasaw County, Iowa",10th grade,2008-2012,Less than High School,No,No,No,138
"Sac County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,103
"Buena Vista County, Iowa",Kindergarten,2009-2013,Less than High School,No,No,No,1
"Bremer County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,86
"Scott County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,36
"Decatur County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,7
"Sac County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,0
"Decatur County, Iowa",Nursery school,2015-2019,Less than High School,No,No,No,0
"Lyon County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,9
"Floyd County, Iowa",Master's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,356
"Cedar County, Iowa",Doctorate degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,84
"Winneshiek County, Iowa",5th grade,2012-2016,Less than High School,No,No,No,14
"Muscatine County, Iowa",Kindergarten,2009-2013,Less than High School,No,No,No,0
"Jones County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,101
"Hancock County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,41
"Taylor County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,46
"Lucas County, Iowa",2nd grade,2008-2012,Less than High School,No,No,No,0
"Clinton County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,126
"O'Brien County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,71
"Lucas County, Iowa","Some college, 1 or more years, no degree",2014-2018,Some College or Associates Degree,Yes,No,No,811
"Woodbury County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,136
"Warren County, Iowa",Nursery school,2015-2019,Less than High School,No,No,No,0
"Grundy County, Iowa",Total,2008-2012,NA,NA,NA,NA,8645
"Cherokee County, Iowa",Associate's degree,2013-2017,Some College or Associates Degree,Yes,Yes,No,1136
"Franklin County, Iowa",Bachelor's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,981
"Lyon County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,0
"Wright County, Iowa",Total,2014-2018,NA,NA,NA,NA,8889
"Keokuk County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,11
"Clarke County, Iowa","Some college, 1 or more years, no degree",2011-2015,Some College or Associates Degree,Yes,No,No,714
"Harrison County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,20
"Story County, Iowa",Doctorate degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,3561
"Montgomery County, Iowa","Some college, 1 or more years, no degree",2011-2015,Some College or Associates Degree,Yes,No,No,1036
"Adair County, Iowa",GED or alternative credential,2010-2014,High School Graduate,Yes,No,No,226
"Franklin County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,33
"Hardin County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,52
"Monona County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,103
"Floyd County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,1631
"Decatur County, Iowa",Nursery school,2011-2015,Less than High School,No,No,No,0
"Adair County, Iowa",No schooling completed,2014-2018,Less than High School,No,No,No,3
"Howard County, Iowa",Bachelor's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,726
"Linn County, Iowa",No schooling completed,2008-2012,Less than High School,No,No,No,609
"Washington County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,0
"Mitchell County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,168
"Osceola County, Iowa",6th grade,2009-2013,Less than High School,No,No,No,8
"Monroe County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,95
"Chickasaw County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,257
"Audubon County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,47
"Page County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Sac County, Iowa",11th grade,2012-2016,Less than High School,No,No,No,109
"Howard County, Iowa","Some college, 1 or more years, no degree",2012-2016,Some College or Associates Degree,Yes,No,No,862
"Webster County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,315
"Ringgold County, Iowa",11th grade,2015-2019,Less than High School,No,No,No,67
"Appanoose County, Iowa",4th grade,2011-2015,Less than High School,No,No,No,0
"O'Brien County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,695
"Guthrie County, Iowa",7th grade,2013-2017,Less than High School,No,No,No,0
"Keokuk County, Iowa",Total,2016-2020,NA,NA,NA,NA,7132
"Pocahontas County, Iowa",7th grade,2013-2017,Less than High School,No,No,No,3
"Clarke County, Iowa",Associate's degree,2010-2014,Some College or Associates Degree,Yes,Yes,No,583
"Calhoun County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,909
"Bremer County, Iowa",9th grade,2012-2016,Less than High School,No,No,No,76
"Boone County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,261
"Boone County, Iowa",Professional school degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,221
"Sac County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,89
"Allamakee County, Iowa",11th grade,2013-2017,Less than High School,No,No,No,193
"Tama County, Iowa",9th grade,2010-2014,Less than High School,No,No,No,129
"Black Hawk County, Iowa",6th grade,2013-2017,Less than High School,No,No,No,228
"Butler County, Iowa",4th grade,2008-2012,Less than High School,No,No,No,3
"Sioux County, Iowa","Some college, less than 1 year",2014-2018,Some College or Associates Degree,Yes,No,No,1461
"Monroe County, Iowa",Kindergarten,2008-2012,Less than High School,No,No,No,0
"Clay County, Iowa",Total,2008-2012,NA,NA,NA,NA,11680
"Guthrie County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,3
"Story County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,337
"Benton County, Iowa",Total,2015-2019,NA,NA,NA,NA,17751
"Adams County, Iowa",Kindergarten,2014-2018,Less than High School,No,No,No,0
"Washington County, Iowa",5th grade,2009-2013,Less than High School,No,No,No,12
"Benton County, Iowa",Professional school degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,204
"Lyon County, Iowa",Kindergarten,2015-2019,Less than High School,No,No,No,0
"Appanoose County, Iowa",5th grade,2012-2016,Less than High School,No,No,No,5
"Decatur County, Iowa",3rd grade,2010-2014,Less than High School,No,No,No,5
"Mahaska County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Iowa County, Iowa",GED or alternative credential,2012-2016,High School Graduate,Yes,No,No,266
"Dickinson County, Iowa","Some college, 1 or more years, no degree",2014-2018,Some College or Associates Degree,Yes,No,No,1882
"Des Moines County, Iowa",2nd grade,2015-2019,Less than High School,No,No,No,0
"Shelby County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,41
